"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 14, 2013","208.68","209.44","209.53","206.09","7.16M","-0.24%"
"Mar 13, 2013","209.18","212.59","212.65","207.16","5.36M","-1.61%"
"Mar 12, 2013","212.61","213.51","215.70","211.51","4.19M","-0.44%"
"Mar 11, 2013","213.56","214.18","214.66","211.49","4.42M","-0.63%"
"Mar 08, 2013","214.91","212.66","216.22","212.42","4.22M","1.50%"
"Mar 07, 2013","211.73","210.75","213.07","210.75","4.04M","0.56%"
"Mar 06, 2013","210.56","206.67","211.57","206.66","5.80M","2.37%"
"Mar 05, 2013","205.69","204.85","209.09","204.85","5.68M","0.72%"
"Mar 04, 2013","204.22","204.84","205.12","201.39","5.58M","-0.19%"
"Mar 01, 2013","204.61","206.80","206.80","203.73","6.09M","-1.50%"
"Feb 28, 2013","207.72","208.46","210.01","207.61","6.22M","-0.32%"
"Feb 27, 2013","208.39","204.02","209.04","203.99","4.68M","2.06%"
"Feb 26, 2013","204.19","204.32","204.57","201.22","5.33M","0.59%"
"Feb 25, 2013","202.99","211.29","211.50","202.96","4.36M","-3.38%"
"Feb 22, 2013","210.10","209.53","211.06","208.56","4.42M","0.64%"
"Feb 21, 2013","208.77","212.22","213.14","206.76","5.94M","-2.00%"
"Feb 20, 2013","213.02","221.98","222.23","212.73","5.54M","-4.36%"
"Feb 19, 2013","222.73","224.91","227.10","221.96","5.32M","-0.73%"
"Feb 15, 2013","224.37","225.43","225.87","223.69","8.62M","-0.55%"
"Feb 14, 2013","225.60","221.56","226.18","221.41","5.63M","1.58%"
"Feb 13, 2013","222.09","227.18","227.18","220.75","7.42M","-2.24%"
"Feb 12, 2013","227.18","225.98","228.08","224.96","3.15M","0.43%"
"Feb 11, 2013","226.21","225.87","227.06","224.86","2.77M","0.04%"
"Feb 08, 2013","226.13","224.13","226.76","224.13","3.16M","0.96%"
"Feb 07, 2013","223.97","226.50","226.72","222.85","4.11M","-1.25%"
"Feb 06, 2013","226.80","220.58","228.71","220.58","6.67M","2.62%"
"Feb 05, 2013","221.01","221.59","222.30","220.57","3.72M","0.10%"
"Feb 04, 2013","220.78","223.03","223.10","220.51","4.15M","-1.68%"
"Feb 01, 2013","224.55","222.01","225.13","221.52","4.82M","1.68%"
"Jan 31, 2013","220.83","219.86","222.05","219.68","4.20M","0.45%"
"Jan 30, 2013","219.85","222.33","224.05","219.09","4.91M","-1.16%"
"Jan 29, 2013","222.43","221.62","225.46","220.23","5.18M","0.75%"
"Jan 28, 2013","220.78","223.18","223.21","219.39","4.34M","-1.17%"
"Jan 25, 2013","223.39","223.19","224.44","220.50","3.79M","0.14%"
"Jan 24, 2013","223.08","225.47","226.58","222.28","4.56M","-1.13%"
"Jan 23, 2013","225.63","227.03","227.73","224.46","4.64M","-0.60%"
"Jan 22, 2013","226.99","223.21","227.39","222.27","4.21M","1.72%"
"Jan 18, 2013","223.15","221.16","223.43","220.68","-","0.89%"
"Jan 17, 2013","221.19","218.12","221.98","217.72","-","1.55%"
"Jan 16, 2013","217.82","220.52","220.52","216.12","-","-1.58%"
"Jan 15, 2013","221.32","217.87","221.53","216.93","-","1.41%"
"Jan 14, 2013","218.24","220.04","221.41","217.76","-","-0.52%"
"Jan 11, 2013","219.37","221.78","221.78","218.15","4.05M","-1.13%"
"Jan 10, 2013","221.87","222.46","222.97","220.50","4.40M","0.23%"
"Jan 09, 2013","221.36","220.52","222.07","219.94","4.08M","0.72%"
"Jan 08, 2013","219.77","222.39","223.23","219.43","5.70M","-1.46%"
"Jan 07, 2013","223.02","220.75","224.72","219.94","4.46M","0.73%"
"Jan 04, 2013","221.41","218.97","221.52","218.32","4.14M","1.25%"
"Jan 03, 2013","218.68","220.46","222.08","217.91","4.39M","-0.96%"
"Jan 02, 2013","220.81","213.36","221.02","213.36","6.41M","3.78%"
"Dec 31, 2012","212.76","205.51","213.13","205.38","5.05M","3.54%"
"Dec 28, 2012","205.48","207.78","208.08","205.04","3.42M","-1.64%"
"Dec 27, 2012","208.91","211.42","212.56","206.42","4.16M","-1.07%"
"Dec 26, 2012","211.18","210.71","213.21","210.71","2.57M","0.52%"
"Dec 24, 2012","210.08","210.13","210.71","209.05","1.49M","-0.18%"
"Dec 21, 2012","210.46","212.28","212.28","207.65","14.44M","-1.00%"
"Dec 20, 2012","212.59","210.41","212.61","209.22","4.04M","1.05%"
"Dec 19, 2012","210.38","211.26","212.71","210.23","4.63M","-0.34%"
"Dec 18, 2012","211.10","205.74","211.33","205.74","5.63M","2.73%"
"Dec 17, 2012","205.49","203.96","206.06","203.36","5.52M","0.81%"
"Dec 14, 2012","203.83","197.75","204.90","197.75","7.13M","3.30%"
"Dec 13, 2012","197.32","197.33","200.04","196.39","3.73M","0.05%"
"Dec 12, 2012","197.23","199.25","201.16","196.79","4.98M","-0.74%"
"Dec 11, 2012","198.70","194.32","199.31","194.31","4.76M","2.45%"
"Dec 10, 2012","193.94","191.32","194.64","191.29","4.03M","1.05%"
"Dec 07, 2012","191.92","191.37","192.97","190.09","3.22M","0.33%"
"Dec 06, 2012","191.28","191.60","193.41","189.42","3.72M","-0.57%"
"Dec 05, 2012","192.37","191.52","193.79","189.91","4.34M","0.69%"
"Dec 04, 2012","191.06","188.28","192.54","188.28","4.05M","1.41%"
"Dec 03, 2012","188.41","192.80","193.82","188.14","4.07M","-1.76%"
"Nov 30, 2012","191.79","191.77","193.44","190.71","5.47M","0.02%"
"Nov 29, 2012","191.75","191.07","194.58","190.72","4.31M","0.48%"
"Nov 28, 2012","190.84","188.07","190.88","185.86","4.59M","0.77%"
"Nov 27, 2012","189.38","191.64","193.61","189.26","3.54M","-1.52%"
"Nov 26, 2012","192.30","193.26","194.05","191.08","3.78M","-0.63%"
"Nov 23, 2012","193.51","192.26","194.56","192.12","2.13M","1.09%"
"Nov 21, 2012","191.42","189.63","192.25","188.68","3.58M","0.94%"
"Nov 20, 2012","189.63","193.07","193.07","188.45","5.10M","-2.21%"
"Nov 19, 2012","193.91","190.06","194.52","189.96","4.29M","2.35%"
"Nov 16, 2012","189.46","188.82","190.77","185.44","5.32M","0.34%"
"Nov 15, 2012","188.81","190.60","193.20","188.20","5.39M","-1.06%"
"Nov 14, 2012","190.83","195.60","196.38","190.27","5.13M","-2.09%"
"Nov 13, 2012","194.90","195.40","197.20","193.94","5.02M","-1.04%"
"Nov 12, 2012","196.95","196.46","197.64","195.37","1.63M","0.51%"
"Nov 09, 2012","195.96","192.70","200.30","192.23","6.02M","1.29%"
"Nov 08, 2012","193.46","196.62","197.45","192.61","4.60M","-1.77%"
"Nov 07, 2012","196.95","203.50","203.50","195.32","6.36M","-3.43%"
"Nov 06, 2012","203.95","200.03","205.44","200.03","5.77M","2.45%"
"Nov 05, 2012","199.07","196.34","200.34","196.34","3.78M","1.06%"
"Nov 02, 2012","196.99","204.16","205.08","196.47","7.27M","-2.91%"
"Nov 01, 2012","202.90","193.92","203.22","193.92","6.26M","4.89%"
"Oct 31, 2012","193.44","195.87","197.26","193.04","6.46M","-0.92%"
"Oct 26, 2012","195.23","197.86","198.95","193.63","5.58M","-1.11%"
"Oct 25, 2012","197.43","201.94","201.94","195.70","6.08M","-1.68%"
"Oct 24, 2012","200.80","204.46","205.52","200.35","5.50M","-1.75%"
"Oct 23, 2012","204.38","208.67","208.67","202.08","4.84M","-2.25%"
"Oct 22, 2012","209.09","206.06","210.75","205.78","4.98M","1.35%"
"Oct 19, 2012","206.31","210.18","210.23","205.85","5.72M","-2.04%"
"Oct 18, 2012","210.61","206.45","211.49","205.64","5.82M","1.03%"
"Oct 17, 2012","208.46","205.03","209.58","204.20","6.20M","1.73%"
"Oct 16, 2012","204.92","199.82","204.99","199.82","5.08M","3.14%"
"Oct 15, 2012","198.69","195.76","198.77","194.57","3.18M","1.57%"
"Oct 12, 2012","195.61","198.11","198.92","194.28","4.12M","-1.29%"
"Oct 11, 2012","198.16","197.38","200.20","196.57","4.64M","1.18%"
"Oct 10, 2012","195.84","199.54","199.92","195.43","4.80M","-1.88%"
"Oct 09, 2012","199.60","197.93","203.08","197.93","6.60M","0.87%"
"Oct 08, 2012","197.87","192.32","198.39","191.72","4.92M","2.23%"
"Oct 05, 2012","193.55","193.64","196.26","192.53","4.41M","0.03%"
"Oct 04, 2012","193.50","191.13","195.23","191.13","5.35M","1.91%"
"Oct 03, 2012","189.88","191.16","191.72","189.12","4.91M","-0.34%"
"Oct 02, 2012","190.53","193.52","193.89","189.49","4.36M","-1.10%"
"Oct 01, 2012","192.64","193.41","196.76","191.87","4.99M","-0.02%"
"Sep 28, 2012","192.67","193.73","193.79","191.23","5.08M","-1.04%"
"Sep 27, 2012","194.69","193.56","195.12","191.30","5.03M","1.18%"
"Sep 26, 2012","192.42","192.35","194.90","188.54","5.45M","-0.02%"
"Sep 25, 2012","192.46","200.20","200.91","192.31","5.50M","-3.38%"
"Sep 24, 2012","199.19","200.11","200.25","196.54","4.75M","-0.56%"
"Sep 21, 2012","200.31","203.41","205.28","200.17","11.71M","-1.31%"
"Sep 20, 2012","202.97","204.14","204.14","197.81","6.28M","-0.78%"
"Sep 19, 2012","204.57","205.46","206.31","203.50","5.22M","-0.36%"
"Sep 18, 2012","205.31","204.49","206.30","201.25","6.89M","-0.48%"
"Sep 17, 2012","206.29","214.67","214.67","205.37","8.53M","-3.98%"
"Sep 14, 2012","214.83","210.43","217.29","210.43","10.12M","2.18%"
"Sep 13, 2012","210.25","202.44","211.96","200.88","8.18M","3.84%"
"Sep 12, 2012","202.47","204.20","205.20","199.81","7.31M","-0.56%"
"Sep 11, 2012","203.61","199.78","204.93","199.78","6.46M","2.48%"
"Sep 10, 2012","198.69","199.82","203.66","198.30","7.60M","-0.55%"
"Sep 07, 2012","199.78","190.50","200.25","190.20","7.78M","5.82%"
"Sep 06, 2012","188.80","184.26","189.93","184.26","7.69M","2.87%"
"Sep 05, 2012","183.53","183.37","184.75","181.64","7.34M","0.12%"
"Sep 04, 2012","183.31","187.16","187.40","182.80","6.48M","-2.05%"
"Aug 31, 2012","187.15","186.43","189.06","186.20","6.31M","0.43%"
"Aug 30, 2012","186.34","189.07","189.07","185.58","4.18M","-2.03%"
"Aug 29, 2012","190.20","192.16","192.16","189.21","4.28M","-0.91%"
"Aug 28, 2012","191.95","192.25","193.05","191.04","5.31M","-0.45%"
"Aug 27, 2012","192.82","195.35","195.71","192.36","4.66M","-0.95%"
"Aug 24, 2012","194.66","195.76","195.76","192.49","5.65M","-1.03%"
"Aug 23, 2012","196.69","203.22","203.22","196.37","6.37M","-3.92%"
"Aug 22, 2012","204.72","203.73","204.93","201.08","5.25M","0.17%"
"Aug 21, 2012","204.37","205.65","209.40","203.53","5.50M","-0.18%"
"Aug 20, 2012","204.73","204.01","205.03","201.91","4.02M","0.17%"
"Aug 17, 2012","204.38","204.43","206.62","203.72","4.42M","0.05%"
"Aug 16, 2012","204.27","201.49","205.67","200.94","3.61M","1.61%"
"Aug 15, 2012","201.03","201.30","201.30","198.64","3.31M","-0.43%"
"Aug 14, 2012","201.90","205.86","206.69","201.04","4.06M","-1.26%"
"Aug 13, 2012","204.47","208.10","208.17","202.42","4.68M","-2.18%"
"Aug 10, 2012","209.02","207.49","209.32","206.02","3.90M","0.26%"
"Aug 09, 2012","208.47","205.94","209.92","205.94","4.13M","0.82%"
"Aug 08, 2012","206.77","205.17","207.80","205.17","5.71M","0.33%"
"Aug 07, 2012","206.10","204.57","208.31","204.57","5.04M","1.22%"
"Aug 06, 2012","203.61","198.91","205.39","198.91","5.97M","2.68%"
"Aug 03, 2012","198.29","192.61","201.13","192.61","5.38M","3.14%"
"Aug 02, 2012","192.25","196.29","197.14","188.88","6.61M","-2.17%"
"Aug 01, 2012","196.51","196.70","199.15","194.58","7.01M","0.16%"
"Jul 31, 2012","196.20","191.17","198.19","191.17","10.49M","2.63%"
"Jul 30, 2012","191.17","190.69","191.33","187.80","5.29M","0.14%"
"Jul 27, 2012","190.91","186.17","192.21","184.68","7.33M","3.49%"
"Jul 26, 2012","184.47","184.45","185.12","179.50","8.25M","0.96%"
"Jul 25, 2012","182.72","187.01","188.19","182.29","6.21M","-1.88%"
"Jul 24, 2012","186.22","191.39","192.80","184.68","7.35M","-2.57%"
"Jul 23, 2012","191.14","194.57","194.57","189.06","5.72M","-1.99%"
"Jul 20, 2012","195.02","199.35","199.35","194.42","7.60M","-2.28%"
"Jul 19, 2012","199.57","199.05","200.60","197.30","4.86M","0.49%"
"Jul 18, 2012","198.59","195.65","199.84","194.76","4.71M","0.99%"
"Jul 17, 2012","196.64","197.88","198.43","193.67","5.17M","-0.19%"
"Jul 16, 2012","197.01","198.46","198.53","195.95","4.56M","-1.31%"
"Jul 13, 2012","199.62","196.12","200.26","196.12","4.82M","2.24%"
"Jul 12, 2012","195.24","195.98","196.88","190.91","6.71M","-1.02%"
"Jul 11, 2012","197.26","197.08","199.66","196.06","5.84M","0.11%"
"Jul 10, 2012","197.04","201.32","203.73","195.62","6.07M","-1.64%"
"Jul 09, 2012","200.32","201.65","201.95","199.21","5.40M","-1.00%"
"Jul 06, 2012","202.34","204.71","204.71","200.48","5.28M","-1.56%"
"Jul 05, 2012","205.54","205.49","207.83","202.95","5.89M","-0.27%"
"Jul 03, 2012","206.10","200.68","207.39","200.68","4.80M","2.98%"
"Jul 02, 2012","200.13","199.92","201.39","196.00","6.55M","0.13%"
"Jun 29, 2012","199.87","194.55","199.93","194.55","9.82M","3.04%"
"Jun 28, 2012","193.98","190.00","194.02","187.97","8.64M","1.51%"
"Jun 27, 2012","191.10","187.44","191.77","185.25","6.08M","1.83%"
"Jun 26, 2012","187.67","185.23","188.65","184.19","6.23M","1.72%"
"Jun 25, 2012","184.50","188.83","188.83","182.82","6.61M","-2.52%"
"Jun 22, 2012","189.27","191.39","192.20","188.85","14.00M","-0.49%"
"Jun 21, 2012","190.20","198.67","199.17","190.09","7.22M","-4.49%"
"Jun 20, 2012","199.15","197.75","201.88","196.99","7.38M","0.69%"
"Jun 19, 2012","197.78","191.19","198.54","191.06","9.06M","4.12%"
"Jun 18, 2012","189.95","189.07","190.68","187.69","6.04M","-0.74%"
"Jun 15, 2012","191.37","186.90","191.43","186.31","9.68M","2.41%"
"Jun 14, 2012","186.87","184.10","187.45","183.05","6.87M","1.52%"
"Jun 13, 2012","184.07","186.10","187.11","183.10","7.19M","-1.15%"
"Jun 12, 2012","186.21","184.95","186.39","182.46","9.46M","1.36%"
"Jun 11, 2012","183.71","192.77","194.14","183.53","9.40M","-4.37%"
"Jun 08, 2012","192.11","192.70","192.70","189.07","5.53M","-0.83%"
"Jun 07, 2012","193.71","192.70","200.04","192.70","8.25M","0.76%"
"Jun 06, 2012","192.25","187.99","193.15","187.99","5.81M","3.07%"
"Jun 05, 2012","186.52","183.89","187.09","182.85","5.49M","0.99%"
"Jun 04, 2012","184.69","185.55","186.24","180.38","7.79M","-0.46%"
"Jun 01, 2012","185.55","189.37","189.37","184.91","7.74M","-2.25%"
"May 31, 2012","189.82","195.10","195.10","187.35","9.03M","-2.72%"
"May 30, 2012","195.12","201.16","201.16","194.65","4.86M","-3.17%"
"May 29, 2012","201.50","197.40","202.10","197.40","5.06M","2.75%"
"May 25, 2012","196.10","195.09","197.37","194.38","4.46M","0.15%"
"May 24, 2012","195.81","200.27","200.27","192.89","7.46M","-1.81%"
"May 23, 2012","199.41","194.83","199.46","190.28","7.36M","1.83%"
"May 22, 2012","195.83","198.12","201.01","194.40","6.77M","-0.90%"
"May 21, 2012","197.60","191.57","198.00","191.26","5.65M","3.71%"
"May 18, 2012","190.54","194.47","196.21","189.71","7.67M","-1.83%"
"May 17, 2012","194.09","199.30","200.84","193.57","6.69M","-2.44%"
"May 16, 2012","198.94","205.34","208.61","198.89","8.03M","-2.66%"
"May 15, 2012","204.37","211.90","212.78","203.76","7.65M","-3.62%"
"May 14, 2012","212.05","213.87","213.87","209.77","4.94M","-0.94%"
"May 11, 2012","214.07","214.25","217.92","213.13","5.07M","-0.71%"
"May 10, 2012","215.59","218.02","220.64","213.67","5.29M","-0.44%"
"May 09, 2012","216.54","215.44","219.95","211.58","8.30M","-0.12%"
"May 08, 2012","216.81","218.28","218.52","212.32","6.87M","-1.53%"
"May 07, 2012","220.17","220.42","222.55","217.70","4.46M","-0.38%"
"May 04, 2012","221.02","226.48","226.48","220.44","5.76M","-2.84%"
"May 03, 2012","227.49","230.84","232.96","226.86","5.05M","-1.45%"
"May 02, 2012","230.84","232.36","232.36","229.16","4.70M","-1.08%"
"May 01, 2012","233.35","231.64","236.01","231.64","5.62M","0.61%"
"Apr 30, 2012","231.94","231.22","233.03","229.16","6.37M","-0.10%"
"Apr 27, 2012","232.17","234.67","235.67","231.18","4.88M","-0.64%"
"Apr 26, 2012","233.67","234.62","234.73","230.97","5.55M","-0.84%"
"Apr 25, 2012","235.66","230.91","236.48","230.91","6.57M","2.16%"
"Apr 24, 2012","230.67","230.52","233.70","228.06","8.41M","0.20%"
"Apr 23, 2012","230.20","233.83","233.83","225.84","7.29M","-1.75%"
"Apr 20, 2012","234.31","237.52","239.19","234.22","7.08M","-0.85%"
"Apr 19, 2012","236.33","242.74","242.74","235.28","8.94M","-2.92%"
"Apr 18, 2012","243.45","243.95","246.06","242.29","5.07M","-0.48%"
"Apr 17, 2012","244.62","240.72","247.17","240.72","5.04M","2.01%"
"Apr 16, 2012","239.79","240.60","243.40","237.59","7.00M","0.71%"
"Apr 13, 2012","238.09","243.30","243.30","237.68","5.91M","-2.50%"
"Apr 12, 2012","244.20","234.06","244.81","234.06","6.84M","4.71%"
"Apr 11, 2012","233.21","231.15","237.07","231.15","5.66M","1.44%"
"Apr 10, 2012","229.90","233.24","235.40","228.30","7.20M","-1.65%"
"Apr 09, 2012","233.76","236.05","236.05","231.57","5.94M","-1.20%"
"Apr 05, 2012","236.61","239.73","243.50","235.68","5.76M","-1.53%"
"Apr 04, 2012","240.28","245.31","245.31","238.74","5.95M","-2.15%"
"Apr 03, 2012","245.57","249.32","249.34","242.51","6.98M","-1.65%"
"Apr 02, 2012","249.69","245.17","252.37","243.96","6.83M","1.81%"
"Mar 30, 2012","245.26","247.70","248.61","242.92","6.86M","-0.15%"
"Mar 29, 2012","245.64","241.17","245.85","237.95","6.78M","1.41%"
"Mar 28, 2012","242.23","245.58","245.96","237.62","7.99M","-1.92%"
"Mar 27, 2012","246.98","248.84","251.58","246.74","5.02M","-0.61%"
"Mar 26, 2012","248.49","247.53","249.82","245.00","5.62M","0.79%"
"Mar 23, 2012","246.54","243.28","247.48","241.96","6.10M","1.41%"
"Mar 22, 2012","243.12","247.42","247.42","240.28","7.47M","-2.83%"
"Mar 21, 2012","250.20","252.28","252.67","248.24","5.79M","-0.80%"
"Mar 20, 2012","252.23","256.26","256.26","247.66","7.78M","-1.86%"
"Mar 19, 2012","257.00","251.73","259.07","251.73","10.10M","2.17%"
"Mar 16, 2012","251.55","248.74","252.74","248.41","11.45M","1.22%"
"Mar 15, 2012","248.52","245.86","249.22","243.55","8.77M","1.12%"
"Mar 14, 2012","245.77","241.01","249.68","240.92","9.75M","1.90%"
"Mar 13, 2012","241.19","234.59","241.32","234.59","7.63M","3.31%"
"Mar 12, 2012","233.46","234.56","237.84","232.85","5.07M","-0.65%"
"Mar 09, 2012","234.99","230.88","237.78","230.39","5.39M","2.12%"
"Mar 08, 2012","230.12","227.48","231.36","227.45","4.78M","1.23%"
"Mar 07, 2012","227.33","227.79","228.08","224.84","6.23M","0.14%"
"Mar 06, 2012","227.01","230.43","230.55","225.30","9.22M","-2.88%"
"Mar 05, 2012","233.74","240.49","240.49","232.33","6.52M","-2.86%"
"Mar 02, 2012","240.61","242.18","244.10","239.69","5.21M","-0.76%"
"Mar 01, 2012","242.45","240.31","244.32","240.31","5.50M","1.46%"
"Feb 29, 2012","238.95","243.50","244.69","237.38","6.60M","-1.63%"
"Feb 28, 2012","242.90","244.33","245.32","241.73","5.73M","-0.49%"
"Feb 27, 2012","244.09","243.58","244.64","240.60","5.26M","-0.34%"
"Feb 24, 2012","244.93","243.45","247.56","242.81","3.72M","0.76%"
"Feb 23, 2012","243.08","241.82","243.55","238.85","5.01M","0.58%"
"Feb 22, 2012","241.67","246.77","247.77","241.11","6.84M","-2.40%"
"Feb 21, 2012","247.62","247.79","252.27","246.96","5.83M","0.49%"
"Feb 20, 2012","246.41","249.70","250.59","245.24","-","0.00%"
"Feb 17, 2012","246.41","249.70","250.59","245.24","4.58M","-1.18%"
"Feb 16, 2012","249.35","243.38","249.37","240.51","6.80M","2.36%"
"Feb 15, 2012","243.59","247.33","247.68","242.26","5.48M","-1.25%"
"Feb 14, 2012","246.67","250.58","250.58","243.89","7.24M","-2.08%"
"Feb 13, 2012","251.92","253.31","255.20","250.54","6.17M","-0.62%"
"Feb 10, 2012","253.49","260.95","260.95","252.24","6.95M","-3.28%"
"Feb 09, 2012","262.08","263.08","263.48","258.30","5.36M","0.15%"
"Feb 08, 2012","261.70","264.30","265.97","260.98","5.25M","-0.45%"
"Feb 07, 2012","262.87","263.77","265.19","259.73","5.16M","0.10%"
"Feb 06, 2012","262.62","263.13","263.75","260.88","5.34M","-0.63%"
"Feb 03, 2012","264.29","259.22","265.82","259.19","7.41M","2.32%"
"Feb 02, 2012","258.30","258.96","261.99","257.05","7.44M","-0.07%"
"Feb 01, 2012","258.49","255.69","261.45","255.69","6.64M","1.66%"
"Jan 31, 2012","254.28","254.98","259.05","250.18","10.01M","-0.04%"
"Jan 30, 2012","254.37","255.16","256.58","251.55","6.55M","-1.13%"
"Jan 27, 2012","257.27","257.30","258.87","251.86","7.41M","-0.51%"
"Jan 26, 2012","258.59","252.01","266.74","248.72","7.75M","-1.27%"
"Jan 25, 2012","261.92","252.01","262.81","248.72","10.46M","2.35%"
"Jan 24, 2012","255.91","252.01","255.98","248.72","6.55M","1.07%"
"Jan 23, 2012","253.20","252.01","255.96","251.58","5.45M","0.49%"
"Jan 20, 2012","251.96","253.26","254.54","250.78","5.57M","-0.63%"
"Jan 19, 2012","253.55","251.87","256.30","251.87","6.27M","0.81%"
"Jan 18, 2012","251.52","247.90","252.10","245.88","6.02M","1.50%"
"Jan 17, 2012","247.81","246.86","250.86","246.47","5.89M","0.56%"
"Jan 13, 2012","246.43","249.35","249.35","243.21","6.54M","-1.91%"
"Jan 12, 2012","251.24","250.80","251.56","246.99","6.51M","0.40%"
"Jan 11, 2012","250.23","246.25","251.25","245.34","8.63M","1.55%"
"Jan 10, 2012","246.40","241.02","248.00","241.02","6.47M","2.36%"
"Jan 09, 2012","240.71","242.61","244.39","240.14","5.71M","-0.43%"
"Jan 06, 2012","241.75","241.15","242.65","238.51","6.38M","0.36%"
"Jan 05, 2012","240.89","241.84","241.84","235.56","6.54M","-0.47%"
"Jan 04, 2012","242.03","239.32","243.81","237.48","7.21M","1.01%"
"Jan 03, 2012","239.62","230.44","241.60","230.44","6.80M","4.26%"
"Dec 30, 2011","229.83","228.96","231.25","228.91","3.69M","0.18%"
"Dec 29, 2011","229.41","228.26","230.47","227.51","3.92M","0.71%"
"Dec 28, 2011","227.80","234.61","234.61","227.00","5.38M","-2.94%"
"Dec 27, 2011","234.71","234.48","237.08","234.33","3.67M","-0.16%"
"Dec 23, 2011","235.09","234.92","235.18","232.30","3.78M","0.38%"
"Dec 22, 2011","234.19","229.85","235.73","229.85","5.60M","2.48%"
"Dec 21, 2011","228.53","228.48","230.26","223.75","5.52M","-0.03%"
"Dec 20, 2011","228.61","217.44","229.76","217.44","6.80M","5.36%"
"Dec 19, 2011","216.97","226.57","227.11","216.14","7.67M","-4.08%"
"Dec 16, 2011","226.19","223.36","229.46","223.36","20.70M","1.56%"
"Dec 15, 2011","222.71","223.42","225.64","219.80","6.73M","0.60%"
"Dec 14, 2011","221.38","222.97","225.55","219.04","7.72M","-1.39%"
"Dec 13, 2011","224.50","232.26","236.46","222.68","8.18M","-3.27%"
"Dec 12, 2011","232.10","238.89","238.89","228.93","6.18M","-3.33%"
"Dec 09, 2011","240.09","234.04","241.21","234.04","7.42M","2.87%"
"Dec 08, 2011","233.40","243.38","243.38","232.60","8.64M","-4.55%"
"Dec 07, 2011","244.52","244.44","245.04","240.15","11.36M","-0.40%"
"Dec 06, 2011","245.51","242.29","248.31","239.63","7.35M","0.67%"
"Dec 05, 2011","243.87","239.81","247.09","239.81","8.86M","1.95%"
"Dec 02, 2011","239.20","239.23","244.86","238.72","8.37M","0.56%"
"Dec 01, 2011","237.87","236.06","241.01","234.84","7.87M","0.14%"
"Nov 30, 2011","237.54","219.05","237.79","219.05","12.89M","8.79%"
"Nov 29, 2011","218.35","219.08","221.76","215.95","6.43M","-0.19%"
"Nov 28, 2011","218.77","207.42","221.33","207.42","9.82M","5.95%"
"Nov 25, 2011","206.49","206.42","210.45","206.13","3.79M","-0.21%"
"Nov 23, 2011","206.93","218.02","218.02","206.89","8.16M","-5.42%"
"Nov 22, 2011","218.78","221.38","222.94","216.37","6.89M","-1.30%"
"Nov 21, 2011","221.67","226.07","226.07","217.04","8.27M","-2.59%"
"Nov 18, 2011","227.57","227.22","231.18","225.87","7.62M","0.23%"
"Nov 17, 2011","227.04","234.53","238.43","225.17","10.66M","-3.33%"
"Nov 16, 2011","234.86","240.76","241.69","234.47","6.65M","-2.71%"
"Nov 15, 2011","241.41","235.56","243.29","234.22","7.09M","1.97%"
"Nov 14, 2011","236.75","236.99","238.70","233.84","5.39M","-0.14%"
"Nov 11, 2011","237.08","228.78","238.98","228.78","6.24M","3.79%"
"Nov 10, 2011","228.42","226.30","231.23","223.82","7.64M","1.44%"
"Nov 09, 2011","225.17","239.25","239.25","224.37","10.13M","-6.09%"
"Nov 08, 2011","239.77","238.99","242.01","235.48","7.60M","0.75%"
"Nov 07, 2011","237.99","239.33","243.05","233.08","8.04M","-0.60%"
"Nov 04, 2011","239.42","233.44","241.55","231.40","9.37M","1.87%"
"Nov 03, 2011","235.03","231.15","236.78","226.91","9.38M","2.15%"
"Nov 02, 2011","230.08","227.46","231.29","214.95","10.24M","3.41%"
"Nov 01, 2011","222.50","227.22","227.22","214.90","13.20M","-2.45%"
"Oct 31, 2011","228.08","240.32","240.32","228.07","12.17M","-6.03%"
"Oct 28, 2011","242.71","233.42","243.50","229.84","13.88M","3.56%"
"Oct 27, 2011","234.37","216.05","238.29","216.05","15.53M","8.79%"
"Oct 26, 2011","215.43","210.47","216.89","208.20","10.51M","2.83%"
"Oct 25, 2011","209.50","218.29","218.29","209.10","11.96M","-4.67%"
"Oct 24, 2011","219.77","212.44","220.68","212.44","8.19M","4.66%"
"Oct 21, 2011","209.99","204.84","211.28","204.84","8.88M","2.74%"
"Oct 20, 2011","204.38","200.00","204.91","197.22","10.45M","2.57%"
"Oct 19, 2011","199.26","207.26","207.26","198.37","8.85M","-4.09%"
"Oct 18, 2011","207.76","200.75","208.95","195.64","10.61M","3.49%"
"Oct 17, 2011","200.76","211.29","211.29","200.01","7.70M","-5.35%"
"Oct 14, 2011","212.11","208.14","213.19","208.09","5.40M","2.45%"
"Oct 13, 2011","207.03","207.60","208.51","200.88","6.89M","-0.33%"
"Oct 12, 2011","207.71","202.33","212.40","202.33","8.93M","2.74%"
"Oct 11, 2011","202.17","200.66","204.40","197.52","7.97M","0.68%"
"Oct 10, 2011","200.81","190.59","200.94","190.59","6.66M","5.71%"
"Oct 07, 2011","189.96","197.37","199.06","187.58","9.72M","-3.71%"
"Oct 06, 2011","197.28","191.73","198.23","189.82","9.93M","2.93%"
"Oct 05, 2011","191.66","180.62","192.14","178.13","12.43M","6.21%"
"Oct 04, 2011","180.45","171.16","180.75","165.44","15.78M","4.99%"
"Oct 03, 2011","171.88","181.85","184.15","171.77","11.40M","-5.65%"
